date,load,year,month,hour,day,lowtmep,hightemp,,
2016/11/29 3:00,0.192876,0,0.909090909,0.130434783,0.166666667,0.325581395,0.317073171,,
2016/11/29 4:00,0.202115,0,0.909090909,0.173913043,0.166666667,0.325581395,0.317073171,,
2016/11/29 5:00,0.206472,0,0.909090909,0.217391304,0.166666667,0.325581395,0.317073171,,
2016/11/29 6:00,0.225869,0,0.909090909,0.260869565,0.166666667,0.325581395,0.317073171,,
2016/11/29 7:00,0.225968,0,0.909090909,0.304347826,0.166666667,0.325581395,0.317073171,,
2016/11/29 8:00,0.237024,0,0.909090909,0.347826087,0.166666667,0.325581395,0.317073171,,
2016/11/29 9:00,0.24034,0,0.909090909,0.391304348,0.166666667,0.325581395,0.317073171,,
2016/11/29 10:00,0.246445,0,0.909090909,0.434782609,0.166666667,0.325581395,0.317073171,,
2016/11/29 11:00,0.244925,0,0.909090909,0.47826087,0.166666667,0.325581395,0.317073171,,
2016/11/29 12:00,0.237195,0,0.909090909,0.52173913,0.166666667,0.325581395,0.317073171,,
2016/11/29 13:00,0.222862,0,0.909090909,0.565217391,0.166666667,0.325581395,0.317073171,,
2016/11/29 14:00,0.243623,0,0.909090909,0.608695652,0.166666667,0.325581395,0.317073171,,
2016/11/29 15:00,0.243074,0,0.909090909,0.652173913,0.166666667,0.325581395,0.317073171,,
2016/11/29 16:00,0.246253,0,0.909090909,0.695652174,0.166666667,0.325581395,0.317073171,,
2016/11/29 17:00,0.261339,0,0.909090909,0.739130435,0.166666667,0.325581395,0.317073171,,
2016/11/29 18:00,0.26227,0,0.909090909,0.782608696,0.166666667,0.325581395,0.317073171,,
2016/11/29 19:00,0.236672,0,0.909090909,0.826086957,0.166666667,0.325581395,0.317073171,,
2016/11/29 20:00,0.23192,0,0.909090909,0.869565217,0.166666667,0.325581395,0.317073171,,
2016/11/29 21:00,0.206386,0,0.909090909,0.913043478,0.166666667,0.325581395,0.317073171,,
2016/11/29 22:00,0.182702,0,0.909090909,0.956521739,0.166666667,0.325581395,0.317073171,,
2016/11/29 23:00,0.176818,0,0.909090909,1,0.166666667,0.325581395,0.317073171,,
2016/11/30 0:00,0.203664,0,0.909090909,0,0.333333333,0.395348837,0.292682927,,
2016/11/30 1:00,0.198667,0,0.909090909,0.043478261,0.333333333,0.395348837,0.292682927,,
2016/11/30 2:00,0.198097,0,0.909090909,0.086956522,0.333333333,0.395348837,0.292682927,,
2016/11/30 3:00,0.196057,0,0.909090909,0.130434783,0.333333333,0.395348837,0.292682927,,
2016/11/30 4:00,0.182854,0,0.909090909,0.173913043,0.333333333,0.395348837,0.292682927,,
2016/11/30 5:00,0.193687,0,0.909090909,0.217391304,0.333333333,0.395348837,0.292682927,,
2016/11/30 6:00,0.207784,0,0.909090909,0.260869565,0.333333333,0.395348837,0.292682927,,
2016/11/30 7:00,0.215463,0,0.909090909,0.304347826,0.333333333,0.395348837,0.292682927,,
2016/11/30 8:00,0.228732,0,0.909090909,0.347826087,0.333333333,0.395348837,0.292682927,,
2016/11/30 9:00,0.233214,0,0.909090909,0.391304348,0.333333333,0.395348837,0.292682927,,
2016/11/30 10:00,0.241822,0,0.909090909,0.434782609,0.333333333,0.395348837,0.292682927,,
2016/11/30 11:00,0.232732,0,0.909090909,0.47826087,0.333333333,0.395348837,0.292682927,,
2016/11/30 12:00,0.231688,0,0.909090909,0.52173913,0.333333333,0.395348837,0.292682927,,
2016/11/30 13:00,0.222013,0,0.909090909,0.565217391,0.333333333,0.395348837,0.292682927,,
2016/11/30 14:00,0.239043,0,0.909090909,0.608695652,0.333333333,0.395348837,0.292682927,,
2016/11/30 15:00,0.238085,0,0.909090909,0.652173913,0.333333333,0.395348837,0.292682927,,
2016/11/30 16:00,0.232974,0,0.909090909,0.695652174,0.333333333,0.395348837,0.292682927,,
2016/11/30 17:00,0.248705,0,0.909090909,0.739130435,0.333333333,0.395348837,0.292682927,,
2016/11/30 18:00,0.251836,0,0.909090909,0.782608696,0.333333333,0.395348837,0.292682927,,
2016/11/30 19:00,0.231299,0,0.909090909,0.826086957,0.333333333,0.395348837,0.292682927,,
2016/11/30 20:00,0.229189,0,0.909090909,0.869565217,0.333333333,0.395348837,0.292682927,,
2016/11/30 21:00,0.219212,0,0.909090909,0.913043478,0.333333333,0.395348837,0.292682927,,
2016/11/30 22:00,0.197906,0,0.909090909,0.956521739,0.333333333,0.395348837,0.292682927,,
2016/11/30 23:00,0.18664,0,0.909090909,1,0.333333333,0.395348837,0.292682927,,
2016/12/1 0:00,0.218583,0,1,0,0.5,0.325581395,0.243902439,,
2016/12/1 1:00,0.212402,0,1,0.043478261,0.5,0.325581395,0.243902439,,
2016/12/1 2:00,0.200126,0,1,0.086956522,0.5,0.325581395,0.243902439,,
2016/12/1 3:00,0.194512,0,1,0.130434783,0.5,0.325581395,0.243902439,,
2016/12/1 4:00,0.196154,0,1,0.173913043,0.5,0.325581395,0.243902439,,
2016/12/1 5:00,0.20534,0,1,0.217391304,0.5,0.325581395,0.243902439,,
2016/12/1 6:00,0.219984,0,1,0.260869565,0.5,0.325581395,0.243902439,,
2016/12/1 7:00,0.224768,0,1,0.304347826,0.5,0.325581395,0.243902439,,
2016/12/1 8:00,0.245874,0,1,0.347826087,0.5,0.325581395,0.243902439,,
2016/12/1 9:00,0.235937,0,1,0.391304348,0.5,0.325581395,0.243902439,,
2016/12/1 10:00,0.253204,0,1,0.434782609,0.5,0.325581395,0.243902439,,
2016/12/1 11:00,0.249127,0,1,0.47826087,0.5,0.325581395,0.243902439,,
2016/12/1 12:00,0.238235,0,1,0.52173913,0.5,0.325581395,0.243902439,,
2016/12/1 13:00,0.222507,0,1,0.565217391,0.5,0.325581395,0.243902439,,
2016/12/1 14:00,0.247049,0,1,0.608695652,0.5,0.325581395,0.243902439,,
2016/12/1 15:00,0.24771,0,1,0.652173913,0.5,0.325581395,0.243902439,,
2016/12/1 16:00,0.23932,0,1,0.695652174,0.5,0.325581395,0.243902439,,
2016/12/1 17:00,0.25901,0,1,0.739130435,0.5,0.325581395,0.243902439,,
2016/12/1 18:00,0.260126,0,1,0.782608696,0.5,0.325581395,0.243902439,,
2016/12/1 19:00,0.234601,0,1,0.826086957,0.5,0.325581395,0.243902439,,
2016/12/1 20:00,0.226186,0,1,0.869565217,0.5,0.325581395,0.243902439,,
2016/12/1 21:00,0.219298,0,1,0.913043478,0.5,0.325581395,0.243902439,,
2016/12/1 22:00,0.192937,0,1,0.956521739,0.5,0.325581395,0.243902439,,
2016/12/1 23:00,0.186842,0,1,1,0.5,0.325581395,0.243902439,,
2016/12/2 0:00,0.215311,0,1,0,0.666666667,0.418604651,0.341463415,,
2016/12/2 1:00,0.209087,0,1,0.043478261,0.666666667,0.418604651,0.341463415,,
2016/12/2 2:00,0.209907,0,1,0.086956522,0.666666667,0.418604651,0.341463415,,
2016/12/2 3:00,0.199674,0,1,0.130434783,0.666666667,0.418604651,0.341463415,,
2016/12/2 4:00,0.20407,0,1,0.173913043,0.666666667,0.418604651,0.341463415,,
2016/12/2 5:00,0.197122,0,1,0.217391304,0.666666667,0.418604651,0.341463415,,
2016/12/2 6:00,0.221288,0,1,0.260869565,0.666666667,0.418604651,0.341463415,,
2016/12/2 7:00,0.211189,0,1,0.304347826,0.666666667,0.418604651,0.341463415,,
2016/12/2 8:00,0.22298,0,1,0.347826087,0.666666667,0.418604651,0.341463415,,
2016/12/2 9:00,0.228298,0,1,0.391304348,0.666666667,0.418604651,0.341463415,,
2016/12/2 10:00,0.228116,0,1,0.434782609,0.666666667,0.418604651,0.341463415,,
2016/12/2 11:00,0.227494,0,1,0.47826087,0.666666667,0.418604651,0.341463415,,
2016/12/2 12:00,0.220633,0,1,0.52173913,0.666666667,0.418604651,0.341463415,,
2016/12/2 13:00,0.209656,0,1,0.565217391,0.666666667,0.418604651,0.341463415,,
2016/12/2 14:00,0.233357,0,1,0.608695652,0.666666667,0.418604651,0.341463415,,
2016/12/2 15:00,0.233975,0,1,0.652173913,0.666666667,0.418604651,0.341463415,,
2016/12/2 16:00,0.230836,0,1,0.695652174,0.666666667,0.418604651,0.341463415,,
2016/12/2 17:00,0.249987,0,1,0.739130435,0.666666667,0.418604651,0.341463415,,
2016/12/2 18:00,0.232547,0,1,0.782608696,0.666666667,0.418604651,0.341463415,,
2016/12/2 19:00,0.213566,0,1,0.826086957,0.666666667,0.418604651,0.341463415,,
2016/12/2 20:00,0.189743,0,1,0.869565217,0.666666667,0.418604651,0.341463415,,
2016/12/2 21:00,0.182893,0,1,0.913043478,0.666666667,0.418604651,0.341463415,,
2016/12/2 22:00,0.173241,0,1,0.956521739,0.666666667,0.418604651,0.341463415,,
2016/12/2 23:00,0.167058,0,1,1,0.666666667,0.418604651,0.341463415,,
2016/12/3 0:00,0.19232,0,1,0,0.833333333,0.418604651,0.43902439,,
2016/12/3 1:00,0.195812,0,1,0.043478261,0.833333333,0.418604651,0.43902439,,
2016/12/3 2:00,0.186638,0,1,0.086956522,0.833333333,0.418604651,0.43902439,,
2016/12/3 3:00,0.190036,0,1,0.130434783,0.833333333,0.418604651,0.43902439,,
2016/12/3 4:00,0.191648,0,1,0.173913043,0.833333333,0.418604651,0.43902439,,
2016/12/3 5:00,0.187365,0,1,0.217391304,0.833333333,0.418604651,0.43902439,,
2016/12/3 6:00,0.206638,0,1,0.260869565,0.833333333,0.418604651,0.43902439,,
